SYSTEMATIC.name	Gene.proteins.secondaryIdentifier	PROTEINS.molecular_weight	PROTEINS.pI	PROTEINS.gravy_score	PROTEINS.aromaticity_score	PROTEINS.cai	PROTEINS.instability_index	PROTEINS.aliphatic_index
YNL307C	YNL307C	43142.3	8.88	-0.34	0.11	0.16	41.57	83.88
YNL308C	YNL308C	68621.3	4.74	-1.38	0.06	0.2	55.78	52.57
YNL309W	YNL309W	45693.4	10.1	-0.9	0.04	0.1	55.75	56.46
YNL310C	YNL310C	19866.4	9.98	-0.55	0.06	0.14	31.38	72.75
YNL311C	YNL311C	88939.0	6.93	-0.42	0.11	0.14	47.97	85.27
YNL312W	YNL312W	29922.4	4.61	-0.45	0.08	0.19	45.94	70.53
YNL313C	YNL313C	102321.3	5.33	-0.21	0.09	0.16	42.95	91.06
YNL314W	YNL314W	29079.3	7.76	-0.75	0.06	0.1	52.29	75.37
YNL315C	YNL315C	36857.7	9.57	-0.64	0.08	0.15	49.28	71.18
YNL316C	YNL316C	38217.6	6.13	-0.38	0.09	0.15	44.67	82.71
YNL317W	YNL317W	53146.9	8.28	-0.54	0.1	0.12	41.78	68.68
YNL318C	YNL318C	60980.0	7.66	0.42	0.13	0.11	34.47	105.94
YNL319W	YNL319W	16058.3	9.92	0.57	0.07	0.12	31.29	134.51
YNL320W	YNL320W	32309.6	7.85	0.01	0.13	0.13	37.45	94.83
YNL321W	YNL321W	102493.5	7.15	0.04	0.12	0.14	46.09	90.51
YNL322C	YNL322C	32159.3	8.93	0.23	0.06	0.14	25.64	79.42
YNL323W	YNL323W	47431.0	5.72	-0.5	0.12	0.14	29.21	70.1
YNL324W	YNL324W	14867.1	10.68	0.65	0.11	0.11	39.0	118.04
YNL325C	YNL325C	101720.8	5.46	-0.42	0.12	0.15	36.68	78.81
YNL326C	YNL326C	39186.0	7.78	-0.02	0.12	0.11	39.59	87.97
YNL327W	YNL327W	108492.6	4.43	-0.06	0.07	0.15	35.96	78.79
YNL328C	YNL328C	16484.7	10.64	-0.27	0.05	0.11	35.1	102.12
YNL329C	YNL329C	115553.4	5.36	-0.1	0.09	0.12	46.34	90.22
YNL330C	YNL330C	48887.5	5.2	-0.42	0.12	0.14	27.56	65.13
YNL331C	YNL331C	41988.4	6.73	-0.28	0.1	0.12	49.13	81.45
YNL332W	YNL332W	38624.2	8.22	-0.32	0.11	0.54	34.1	78.77
YNL333W	YNL333W	32025.4	5.26	-0.01	0.04	0.2	36.94	92.48
YNL334C	YNL334C	25207.3	7.16	-0.16	0.09	0.14	36.15	87.46
YNL335W	YNL335W	25147.7	5.93	-0.15	0.09	0.13	35.35	85.86
YNL336W	YNL336W	45295.5	8.64	0.01	0.16	0.14	36.38	85.13
YNL337W	YNL337W	9706.3	9.85	-0.2	0.15	0.14	61.73	75.59
YNL338W	YNL338W	5950.7	7.9	-1.0	0.06	0.15	26.77	37.08
YNL339C	YNL339C	211098.4	7.25	-0.37	0.09	0.11	39.01	76.19
YNL339W-A	YNL339W-A	17365.2	4.47	0.48	0.03	0.15	27.77	92.6
YNL339W-B	YNL339W-B	18635.2	10.02	0.3	0.14	0.09	53.18	96.52
YNR001C	YNR001C	53362.5	8.66	-0.29	0.09	0.25	26.84	87.82
YNR001W-A	YNR001W-A	8285.6	10.43	-0.89	0.12	0.08	38.52	37.86
YNR002C	YNR002C	30696.4	4.99	0.39	0.15	0.16	32.02	89.77
YNR003C	YNR003C	36126.5	5.02	-0.33	0.1	0.14	38.52	81.96
YNR003W-A	YNR003W-A	3415.0	9.67	0.1	0.06	0.19	73.07	77.19
YNR004W	YNR004W	17092.7	5.07	-0.46	0.1	0.16	36.9	97.67
YNR005C	YNR005C	14727.5	8.24	0.64	0.08	0.09	57.1	121.38
YNR006W	YNR006W	70951.2	4.94	-0.86	0.05	0.14	74.37	70.52
YNR007C	YNR007C	35860.2	4.29	-0.62	0.1	0.14	50.69	70.33
YNR008W	YNR008W	75385.0	6.67	-0.52	0.11	0.13	47.06	70.79
YNR009W	YNR009W	27585.8	10.68	-0.72	0.05	0.14	52.89	62.32
YNR010W	YNR010W	17373.6	6.36	-1.01	0.05	0.13	37.36	80.74
YNR011C	YNR011C	99822.8	8.52	-0.48	0.07	0.13	43.39	82.27
YNR012W	YNR012W	56297.7	7.8	-0.06	0.08	0.17	37.35	99.52
YNR013C	YNR013C	99494.3	8.12	0.16	0.09	0.19	41.86	100.18
YNR014W	YNR014W	23081.0	8.5	-0.65	0.05	0.13	85.03	52.38
YNR015W	YNR015W	42827.0	9.09	-0.3	0.06	0.14	34.1	85.6
YNR016C	YNR016C	250318.7	6.21	-0.3	0.08	0.33	41.05	85.96
YNR017W	YNR017W	23243.8	7.5	-0.1	0.06	0.12	37.75	93.24
YNR018W	YNR018W	25352.5	10.02	-0.39	0.09	0.17	43.22	79.01
YNR019W	YNR019W	74024.5	7.8	0.09	0.15	0.19	36.86	84.85
YNR020C	YNR020C	32236.2	8.96	-0.83	0.13	0.11	47.06	55.41
YNR021W	YNR021W	47106.6	9.94	-0.42	0.12	0.25	42.46	78.6
YNR022C	YNR022C	16286.0	9.08	-0.8	0.06	0.16	40.73	79.96
YNR023W	YNR023W	63856.5	5.43	-0.63	0.06	0.12	41.06	75.71
YNR024W	YNR024W	21149.8	9.98	-1.46	0.06	0.14	37.3	45.27
YNR025C	YNR025C	13727.3	8.69	0.77	0.18	0.08	62.53	116.48
YNR026C	YNR026C	51604.0	6.75	-0.16	0.08	0.14	20.88	88.76
YNR027W	YNR027W	35365.1	6.78	0.02	0.09	0.1	29.08	102.16
YNR028W	YNR028W	34944.3	7.03	-0.43	0.08	0.14	42.99	85.03
YNR029C	YNR029C	48103.2	4.74	-0.34	0.07	0.14	45.22	92.85
YNR030W	YNR030W	62670.7	7.11	0.4	0.14	0.2	30.46	102.11
YNR031C	YNR031C	180501.4	5.62	-0.46	0.09	0.14	42.51	79.18
YNR032C-A	YNR032C-A	8270.6	6.51	-0.2	0.05	0.12	31.54	110.32
YNR032W	YNR032W	42412.2	4.63	-0.33	0.12	0.13	33.27	79.98
YNR033W	YNR033W	88526.9	5.55	-0.27	0.09	0.14	39.84	84.26
YNR034W	YNR034W	35652.9	7.66	-0.38	0.08	0.12	35.5	78.4
YNR034W-A	YNR034W-A	10783.5	9.4	-0.17	0.09	0.16	24.42	90.0
YNR035C	YNR035C	39563.6	6.8	-0.29	0.1	0.22	53.11	88.04
YNR036C	YNR036C	16940.2	11.75	-0.62	0.05	0.09	32.29	67.52
YNR037C	YNR037C	10284.2	11.22	-0.44	0.08	0.09	48.15	74.6
YNR038W	YNR038W	70354.4	6.17	-0.37	0.06	0.19	41.41	92.15
YNR039C	YNR039C	67459.4	7.15	-0.08	0.1	0.12	43.55	90.78
YNR040W	YNR040W	28657.6	10.76	-0.21	0.11	0.11	43.89	74.3
YNR041C	YNR041C	41026.1	10.47	0.31	0.12	0.11	36.97	95.03
YNR042W	YNR042W	15307.5	4.11	0.08	0.07	0.06	54.27	95.63
YNR043W	YNR043W	44108.3	5.49	-0.28	0.09	0.2	39.56	73.98
YNR044W	YNR044W	73335.9	4.38	-0.02	0.04	0.14	66.83	65.79
YNR045W	YNR045W	57499.4	9.45	-0.57	0.11	0.1	51.24	77.65
YNR046W	YNR046W	15058.4	4.38	-0.08	0.07	0.17	39.52	95.8
YNR047W	YNR047W	100549.8	8.09	-0.87	0.08	0.14	56.8	55.87
YNR048W	YNR048W	44544.5	8.17	-0.18	0.11	0.12	31.77	87.68
YNR049C	YNR049C	23363.2	10.71	-1.11	0.08	0.1	50.93	34.98
YNR050C	YNR050C	48906.1	4.87	-0.14	0.09	0.33	26.19	89.15
YNR051C	YNR051C	57686.7	9.73	-0.89	0.06	0.18	37.28	59.18
YNR052C	YNR052C	49676.6	6.1	-0.55	0.1	0.12	55.48	70.97
YNR053C	YNR053C	55510.4	10.11	-0.7	0.07	0.22	39.78	74.65
YNR054C	YNR054C	36409.2	8.37	-1.17	0.06	0.18	54.38	60.24
YNR055C	YNR055C	65341.6	5.49	0.2	0.15	0.19	31.9	87.77
YNR056C	YNR056C	62428.6	7.33	0.6	0.14	0.15	38.04	100.09
YNR057C	YNR057C	26245.0	4.79	-0.19	0.07	0.11	37.93	88.66
YNR058W	YNR058W	53699.2	6.41	-0.13	0.09	0.16	42.71	86.07
YNR059W	YNR059W	68089.6	8.66	-0.35	0.13	0.12	54.58	80.5
YNR060W	YNR060W	82039.2	9.48	0.04	0.14	0.14	29.99	88.04
YNR061C	YNR061C	24308.1	4.49	0.34	0.09	0.15	47.55	110.08
YNR062C	YNR062C	35671.0	9.82	0.75	0.12	0.1	25.81	114.81
YNR063W	YNR063W	69658.8	6.51	-0.23	0.09	0.12	45.51	93.46
YNR064C	YNR064C	32745.4	4.76	0.0	0.14	0.16	31.19	88.4
YNR065C	YNR065C	125149.6	4.69	-0.48	0.11	0.16	36.06	66.91
YNR066C	YNR066C	49630.9	4.71	-0.36	0.11	0.14	40.17	80.44
YNR067C	YNR067C	121005.9	4.13	-0.17	0.1	0.15	43.91	78.62
YNR068C	YNR068C	31229.4	9.79	-0.48	0.06	0.12	40.17	87.13
YNR069C	YNR069C	54819.9	5.53	-0.59	0.09	0.11	48.95	66.39
YNR070W	YNR070W	149757.5	8.03	-0.04	0.13	0.17	37.75	81.99
YNR071C	YNR071C	37849.1	6.72	-0.42	0.08	0.23	24.82	75.47
YNR072W	YNR072W	62827.8	7.01	0.32	0.14	0.2	35.28	94.01
YNR073C	YNR073C	56460.7	6.07	-0.21	0.09	0.26	29.67	83.76
YNR074C	YNR074C	41335.5	7.54	-0.03	0.1	0.14	23.74	97.74
YNR075C-A	YNR075C-A	3372.3	10.79	0.31	0.07	0.04	55.24	99.78
YNR075W	YNR075W	43867.9	7.61	-0.17	0.14	0.13	41.89	80.61
YNR076W	YNR076W	12902.9	5.64	0.23	0.09	0.67	14.97	89.7
YNR077C	YNR077C	9744.3	9.39	-0.31	0.17	0.13	58.01	67.09
YOL001W	YOL001W	33235.2	9.32	-0.42	0.09	0.1	47.14	84.53
YOL002C	YOL002C	36288.1	9.01	0.44	0.15	0.12	31.31	105.52
YOL003C	YOL003C	44493.7	8.34	-0.27	0.15	0.12	40.64	76.64
YOL004W	YOL004W	174786.6	5.34	-0.74	0.08	0.15	53.22	69.64
YOL005C	YOL005C	13612.6	5.23	-0.36	0.1	0.15	14.16	83.32
YOL006C	YOL006C	90008.4	9.22	-0.96	0.09	0.19	44.88	66.33
YOL007C	YOL007C	37256.6	7.78	-0.5	0.08	0.14	50.23	73.46
YOL008W	YOL008W	23780.3	10.43	-0.07	0.11	0.11	30.52	88.13
YOL009C	YOL009C	30701.7	4.07	-0.28	0.08	0.11	42.5	94.92
YOL010W	YOL010W	40177.1	9.23	-0.03	0.07	0.16	40.17	98.29
YOL011W	YOL011W	75056.6	4.63	-0.18	0.1	0.16	37.22	77.69
YOL012C	YOL012C	14300.0	11.34	-0.35	0.03	0.17	40.54	96.09
YOL013C	YOL013C	63520.4	5.45	-0.09	0.1	0.11	41.15	94.32
YOL013W-A	YOL013W-A	7026.2	11.06	-0.19	0.11	0.11	61.83	67.75
YOL013W-B	YOL013W-B	11122.2	4.82	0.89	0.14	0.1	68.72	130.47
YOL014W	YOL014W	13916.0	6.74	0.02	0.15	0.12	37.34	64.03
YOL015W	YOL015W	67723.4	10.28	-0.5	0.1	0.15	42.22	71.88
YOL016C	YOL016C	50438.9	5.88	-0.42	0.07	0.16	46.79	88.69
YOL017W	YOL017W	82185.9	6.9	-0.64	0.09	0.13	42.86	71.71
YOL018C	YOL018C	45857.9	4.89	-0.72	0.07	0.12	44.6	80.92
YOL019W	YOL019W	60896.7	6.32	-0.44	0.09	0.14	48.48	74.46
YOL019W-A	YOL019W-A	5710.7	8.51	0.07	0.12	0.12	72.97	85.64
YOL020W	YOL020W	65412.0	8.42	0.44	0.12	0.14	30.17	103.84
YOL021C	YOL021C	113699.0	6.63	-0.36	0.08	0.18	39.96	84.69
YOL022C	YOL022C	45973.1	4.54	-0.63	0.08	0.16	48.23	70.25
YOL023W	YOL023W	75668.6	9.08	-0.23	0.05	0.15	31.54	102.04
YOL024W	YOL024W	20111.4	8.06	-0.47	0.1	0.11	70.55	73.51
YOL025W	YOL025W	75591.5	4.36	-0.17	0.08	0.13	45.37	104.81
YOL026C	YOL026C	12753.6	4.86	-0.15	0.12	0.07	41.41	73.77
YOL027C	YOL027C	65006.9	8.01	-0.58	0.08	0.19	47.7	75.98
YOL028C	YOL028C	27400.3	10.48	-1.17	0.03	0.12	34.46	57.81
YOL029C	YOL029C	22433.8	8.15	-0.79	0.04	0.13	61.3	62.97
YOL030W	YOL030W	51847.1	4.23	-0.34	0.1	0.27	42.68	66.49
YOL031C	YOL031C	48261.1	5.23	-0.45	0.07	0.15	40.02	90.99
YOL032W	YOL032W	27160.9	4.92	-0.29	0.09	0.09	32.12	84.6
YOL033W	YOL033W	61621.1	9.48	-0.42	0.1	0.13	44.71	83.13
YOL034W	YOL034W	126044.7	8.5	-0.64	0.06	0.16	37.27	82.95
YOL035C	YOL035C	11676.8	8.47	0.72	0.18	0.1	38.05	115.3
YOL036W	YOL036W	84366.2	9.75	-0.78	0.04	0.12	57.69	69.83
YOL037C	YOL037C	13249.4	4.52	0.26	0.13	0.08	45.43	92.03
YOL038C-A	YOL038C-A	3629.5	12.3	-0.63	0.1	0.07	43.78	50.27
YOL038W	YOL038W	28439.4	7.45	-0.53	0.06	0.16	54.81	79.19
YOL039W	YOL039W	10728.7	3.68	-0.11	0.04	0.8	42.94	89.67
YOL040C	YOL040C	16017.2	11.34	-0.34	0.08	0.77	39.7	70.04
YOL041C	YOL041C	51963.7	10.13	-0.95	0.06	0.22	42.13	63.33
YOL042W	YOL042W	42401.3	8.39	-0.27	0.13	0.13	26.15	88.17
YOL043C	YOL043C	43852.6	8.64	-0.38	0.08	0.12	42.34	85.71
YOL044W	YOL044W	43681.7	8.56	-0.05	0.07	0.11	50.16	101.27
YOL045W	YOL045W	124340.5	5.51	-0.32	0.08	0.15	38.15	89.83
YOL046C	YOL046C	24093.3	4.17	0.08	0.11	0.12	40.33	83.44
YOL047C	YOL047C	40882.1	8.83	0.29	0.17	0.09	49.75	97.63
YOL048C	YOL048C	39620.3	10.41	0.23	0.13	0.13	31.99	101.8
YOL049W	YOL049W	55808.6	5.32	-0.47	0.1	0.15	34.26	83.0
YOL050C	YOL050C	11268.6	3.32	0.47	0.08	0.14	38.47	106.99
YOL051W	YOL051W	120350.9	10.49	-0.87	0.04	0.16	51.21	64.24
YOL052C	YOL052C	46218.7	5.32	-0.46	0.13	0.18	40.4	69.84
YOL052C-A	YOL052C-A	5955.9	9.69	0.76	0.05	0.3	8.79	115.99
YOL053W	YOL053W	45868.4	9.9	-0.57	0.09	0.1	42.28	81.43
YOL054W	YOL054W	47001.5	4.02	-1.22	0.06	0.14	67.04	52.58
YOL055C	YOL055C	61259.8	6.08	-0.19	0.09	0.26	28.16	84.96
YOL056W	YOL056W	34858.8	6.01	-0.67	0.08	0.16	43.32	77.63
YOL057W	YOL057W	80496.0	6.22	-0.34	0.11	0.17	33.28	78.7
YOL058W	YOL058W	46922.1	5.25	-0.28	0.09	0.41	27.72	81.83
YOL059W	YOL059W	49418.2	7.09	-0.19	0.08	0.21	41.63	91.36
YOL060C	YOL060C	77701.6	6.64	-0.28	0.06	0.15	46.55	89.2
YOL061W	YOL061W	53504.4	7.31	-0.16	0.06	0.19	34.41	88.92
YOL062C	YOL062C	55390.9	8.44	-0.27	0.09	0.14	40.24	84.33
YOL063C	YOL063C	109690.7	5.41	-0.37	0.12	0.13	39.76	77.51
YOL064C	YOL064C	39141.6	6.13	-0.23	0.07	0.2	30.28	90.73
YOL065C	YOL065C	43800.4	7.71	-0.27	0.11	0.11	38.04	86.02
YOL066C	YOL066C	67027.6	6.51	-0.61	0.08	0.14	25.45	69.17
YOL067C	YOL067C	19015.3	5.98	-0.7	0.06	0.12	21.31	69.96
YOL068C	YOL068C	57710.7	8.68	-0.26	0.09	0.13	44.96	88.42
YOL069W	YOL069W	52939.4	4.25	-0.54	0.07	0.14	54.5	96.58
YOL070C	YOL070C	55917.0	5.52	-0.91	0.04	0.12	56.5	68.97
YOL071W	YOL071W	19045.0	9.23	-0.78	0.1	0.15	57.86	73.58
YOL072W	YOL072W	52685.7	8.94	-0.13	0.1	0.11	45.64	98.2
YOL073C	YOL073C	35763.5	8.07	0.15	0.12	0.08	30.13	98.26
YOL075C	YOL075C	145068.8	6.98	0.05	0.1	0.13	35.58	92.18
YOL076W	YOL076W	92811.6	7.81	-0.38	0.11	0.16	42.3	89.66
YOL077C	YOL077C	33540.8	9.81	-0.64	0.09	0.23	44.53	78.27
YOL077W-A	YOL077W-A	7535.9	9.61	-0.44	0.07	0.2	29.76	81.52
YOL078W	YOL078W	131367.3	6.7	-0.85	0.06	0.12	40.29	64.01
YOL079W	YOL079W	15097.3	6.37	1.32	0.17	0.07	42.78	136.89
YOL080C	YOL080C	32916.5	10.55	-0.72	0.06	0.16	20.74	71.87
YOL081W	YOL081W	351650.8	7.05	-0.18	0.1	0.14	45.79	89.42
YOL082W	YOL082W	47573.5	4.43	-0.65	0.09	0.18	46.16	74.72
YOL083C-A	YOL083C-A	5635.7	9.72	-0.08	0.15	0.14	29.33	92.14
YOL083W	YOL083W	46645.4	5.12	-0.38	0.1	0.13	42.37	78.29
YOL084W	YOL084W	112558.9	8.79	-0.11	0.12	0.16	38.8	87.92
YOL085C	YOL085C	12789.8	9.4	-0.9	0.09	0.11	54.6	41.51
YOL085W-A	YOL085W-A	8044.3	11.68	-0.76	0.07	0.12	60.69	50.89
YOL086C	YOL086C	36845.5	6.67	0.03	0.08	0.81	20.59	88.74
YOL086W-A	YOL086W-A	10547.1	5.16	-0.62	0.07	0.15	47.44	88.8
YOL087C	YOL087C	125370.5	6.67	-0.56	0.07	0.13	38.72	77.45
YOL088C	YOL088C	32398.4	6.51	-0.48	0.1	0.17	40.74	82.29
YOL089C	YOL089C	117929.9	7.78	-0.42	0.09	0.14	40.37	82.17
YOL090W	YOL090W	108863.1	5.99	-0.24	0.07	0.18	36.6	97.58
YOL091W	YOL091W	69891.5	9.13	-0.88	0.07	0.16	48.77	67.4
YOL092W	YOL092W	34863.7	4.53	0.4	0.13	0.15	42.21	108.72
YOL093W	YOL093W	34531.0	9.81	-0.98	0.08	0.12	50.56	65.42
YOL094C	YOL094C	36156.5	9.61	-0.18	0.05	0.15	40.14	102.01
YOL095C	YOL095C	80585.9	8.87	-0.27	0.09	0.13	35.41	89.14
YOL096C	YOL096C	36329.3	6.98	-0.34	0.09	0.14	36.31	82.17
YOL097C	YOL097C	49347.7	6.79	-0.45	0.12	0.29	34.47	68.31
YOL097W-A	YOL097W-A	7032.2	7.44	-0.17	0.13	0.12	20.14	66.68
YOL098C	YOL098C	118345.1	4.67	-0.31	0.1	0.19	39.68	85.89
YOL099C	YOL099C	18353.6	4.04	0.72	0.13	0.12	24.99	123.68
YOL100W	YOL100W	121717.0	10.23	-0.74	0.08	0.14	44.36	67.52
YOL101C	YOL101C	36609.9	8.19	0.29	0.17	0.12	46.26	98.05
YOL102C	YOL102C	26203.8	9.81	-0.32	0.04	0.11	49.84	100.29
YOL103W	YOL103W	66715.8	8.39	0.22	0.11	0.17	35.43	93.27
YOL104C	YOL104C	40857.3	7.7	-0.23	0.11	0.13	40.55	87.38
YOL105C	YOL105C	58225.5	5.97	-0.24	0.06	0.13	47.15	64.54
YOL106W	YOL106W	13436.7	4.58	0.52	0.13	0.1	45.24	122.28
YOL107W	YOL107W	39751.3	9.82	0.37	0.13	0.16	34.16	110.75
YOL108C	YOL108C	17383.1	10.05	-0.84	0.04	0.08	63.23	89.78
YOL109W	YOL109W	12587.1	5.1	-1.26	0.02	0.58	53.42	56.67
YOL110W	YOL110W	26529.9	4.89	-0.31	0.1	0.06	49.97	76.72
YOL111C	YOL111C	23737.6	9.9	-0.55	0.05	0.17	39.53	85.39
YOL112W	YOL112W	57083.3	5.16	-0.51	0.12	0.1	45.89	71.1
YOL113W	YOL113W	75343.1	9.1	-0.56	0.08	0.11	52.61	78.9
YOL114C	YOL114C	23213.4	10.8	-0.7	0.08	0.13	37.86	70.54
YOL115W	YOL115W	66007.2	5.17	-0.68	0.08	0.15	41.41	77.35
YOL116W	YOL116W	43057.0	6.69	-0.87	0.07	0.1	55.61	63.95
YOL117W	YOL117W	76360.0	4.59	-0.37	0.11	0.13	44.35	86.58
YOL118C	YOL118C	12285.7	10.82	-0.49	0.16	0.12	50.47	59.11
YOL119C	YOL119C	54720.5	9.07	0.48	0.13	0.11	27.12	101.15
YOL120C	YOL120C	20593.7	12.23	-0.4	0.06	0.81	39.93	78.53
YOL121C	YOL121C	15923.4	10.12	-0.55	0.07	0.79	53.36	77.36
YOL122C	YOL122C	63259.4	6.57	0.4	0.09	0.17	40.71	106.9
YOL123W	YOL123W	59641.6	5.29	-1.31	0.07	0.24	49.09	33.54
YOL124C	YOL124C	50074.3	8.03	-0.55	0.12	0.14	42.04	71.91
YOL125W	YOL125W	54103.8	8.38	-0.49	0.07	0.11	34.65	78.13
YOL126C	YOL126C	40728.2	6.9	0.04	0.05	0.21	46.38	105.12
YOL127W	YOL127W	15775.9	10.75	-0.35	0.07	0.75	26.29	84.43
YOL128C	YOL128C	43206.0	7.62	-0.32	0.11	0.11	51.07	81.58
YOL129W	YOL129W	20098.4	5.06	0.59	0.14	0.12	22.34	112.0
YOL130W	YOL130W	95860.4	6.68	-0.57	0.08	0.14	49.73	66.27
YOL131W	YOL131W	12419.1	4.93	-0.77	0.06	0.1	70.44	71.13
YOL132W	YOL132W	53784.8	4.51	-0.38	0.12	0.15	37.66	77.34
YOL133W	YOL133W	13936.0	5.6	-0.6	0.07	0.21	52.69	55.39
YOL134C	YOL134C	14390.9	6.88	0.64	0.12	0.15	32.31	104.35
YOL135C	YOL135C	25584.3	6.95	-0.76	0.07	0.09	55.6	79.65
YOL136C	YOL136C	45304.9	5.4	-0.38	0.12	0.17	48.44	75.51
YOL137W	YOL137W	55076.8	5.99	0.54	0.14	0.14	34.31	103.22
YOL138C	YOL138C	149337.6	6.93	-0.66	0.07	0.13	40.08	70.56
YOL139C	YOL139C	24245.3	5.17	-0.59	0.09	0.39	36.33	75.32
YOL140W	YOL140W	46681.9	7.62	-0.24	0.08	0.21	32.33	86.06
YOL141W	YOL141W	78954.4	7.04	-0.23	0.1	0.14	46.24	88.07
YOL142W	YOL142W	26553.6	5.39	-0.07	0.1	0.14	38.99	83.02
YOL143C	YOL143C	18552.7	6.51	0.01	0.07	0.21	39.38	93.6
YOL144W	YOL144W	56955.2	5.75	-1.09	0.09	0.14	44.93	57.21
YOL145C	YOL145C	124694.4	6.23	-0.7	0.08	0.19	41.92	80.08
YOL146W	YOL146W	21944.3	4.92	-0.22	0.09	0.11	35.49	90.41
YOL147C	YOL147C	26889.8	10.38	0.06	0.11	0.15	33.99	98.84
YOL148C	YOL148C	67816.7	10.14	-0.94	0.06	0.11	52.61	57.52
YOL149W	YOL149W	26262.6	5.71	-0.56	0.1	0.13	24.51	81.3
YOL150C	YOL150C	11792.1	10.64	0.32	0.15	0.07	30.51	100.51
YOL151W	YOL151W	38162.8	6.06	-0.27	0.09	0.24	34.87	81.44
YOL152W	YOL152W	70917.0	8.79	0.1	0.14	0.14	42.13	92.31
YOL154W	YOL154W	27556.2	4.64	-0.14	0.12	0.33	34.56	71.49
YOL155C	YOL155C	94661.3	3.9	-0.11	0.05	0.28	41.24	61.92
YOL155W-A	YOL155W-A	5208.2	9.77	-0.04	0.18	0.08	34.63	70.13
YOL156W	YOL156W	62740.3	8.6	0.31	0.14	0.17	34.13	88.48
YOL157C	YOL157C	68606.0	5.2	-0.75	0.14	0.25	31.9	57.58
YOL158C	YOL158C	66989.4	9.8	0.47	0.12	0.1	33.68	111.74
YOL159C	YOL159C	19560.7	4.05	-0.38	0.14	0.14	32.25	70.34
YOL159C-A	YOL159C-A	10928.5	4.84	-0.5	0.16	0.12	42.26	76.54
YOL160W	YOL160W	13511.3	10.46	-0.09	0.16	0.12	52.79	75.94
YOL161C	YOL161C	12874.8	5.64	0.21	0.09	0.69	16.31	89.34
YOL162W	YOL162W	24494.1	9.94	0.3	0.13	0.12	48.84	106.77
YOL163W	YOL163W	19468.2	9.84	0.35	0.15	0.11	40.35	91.34
YOL164W	YOL164W	72637.3	6.42	-0.29	0.09	0.12	42.37	80.09
YOL164W-A	YOL164W-A	7005.6	9.37	0.54	0.1	0.15	13.73	117.33
YOL165C	YOL165C	15721.1	6.54	-0.26	0.08	0.14	49.33	79.78
YOL166C	YOL166C	12939.3	9.29	0.32	0.12	0.06	57.45	114.44
YOL166W-A	YOL166W-A	5953.0	8.22	0.45	0.24	0.14	58.12	86.18
YOR001W	YOR001W	84036.4	7.15	-0.59	0.08	0.13	45.2	85.14
YOR002W	YOR002W	62798.3	9.36	0.43	0.18	0.11	45.36	98.79
YOR003W	YOR003W	52069.6	5.11	-0.26	0.09	0.11	31.19	77.26
YOR004W	YOR004W	28828.8	10.74	-0.89	0.04	0.14	57.01	68.32
YOR005C	YOR005C	108527.8	8.55	-0.36	0.1	0.11	44.09	88.17
YOR006C	YOR006C	35678.6	5.53	-0.9	0.06	0.14	55.45	60.84
YOR007C	YOR007C	37200.8	4.41	-0.6	0.05	0.19	47.63	67.7
YOR008C	YOR008C	39253.4	4.43	-0.47	0.07	0.1	48.3	53.32
YOR008C-A	YOR008C-A	8607.4	9.27	0.45	0.12	0.09	87.15	104.55
YOR008W-B	YOR008W-B	3817.4	10.45	-0.97	0.12	0.04	25.68	42.13
YOR009W	YOR009W	47824.2	3.78	0.18	0.03	0.36	61.21	77.73
YOR010C	YOR010C	24613.1	3.79	0.28	0.03	0.54	49.5	89.88
YOR011W	YOR011W	157749.2	7.2	0.02	0.14	0.2	41.99	85.82
YOR011W-A	YOR011W-A	8644.2	9.76	-0.36	0.26	0.14	22.14	61.85
YOR012W	YOR012W	15479.7	6.5	-0.31	0.1	0.12	53.71	72.73
YOR013W	YOR013W	17883.9	8.92	-0.15	0.14	0.11	25.8	74.78
YOR014W	YOR014W	85323.6	6.25	-0.57	0.08	0.16	49.3	72.63
YOR015W	YOR015W	13880.7	10.06	0.26	0.14	0.17	41.4	98.76
YOR016C	YOR016C	23514.2	6.79	0.02	0.11	0.18	39.52	94.25
YOR017W	YOR017W	93433.9	9.7	-0.8	0.1	0.13	48.93	71.31
YOR018W	YOR018W	92358.5	9.16	-0.51	0.06	0.12	52.68	80.54
YOR019W	YOR019W	83415.3	10.38	-0.77	0.08	0.14	44.62	68.37
YOR020C	YOR020C	11374.4	9.69	0.02	0.04	0.32	17.51	108.94
YOR020W-A	YOR020W-A	9618.8	8.97	-0.62	0.07	0.14	22.99	57.44
YOR021C	YOR021C	24734.6	4.68	-0.44	0.08	0.19	41.52	91.97
YOR022C	YOR022C	81769.0	7.42	-0.63	0.1	0.14	46.44	74.73
YOR023C	YOR023C	63887.7	9.9	-0.93	0.05	0.14	56.89	69.74
YOR024W	YOR024W	11882.4	10.54	0.54	0.11	0.06	32.65	95.31
YOR025W	YOR025W	50540.8	9.59	-0.5	0.06	0.12	46.5	84.86
YOR026W	YOR026W	38437.0	4.86	-0.23	0.09	0.13	35.42	91.61
YOR027W	YOR027W	66252.8	5.26	-0.87	0.07	0.25	39.5	61.28
YOR028C	YOR028C	32987.8	10.25	-0.74	0.06	0.12	53.32	64.52
YOR029W	YOR029W	12928.4	9.92	0.31	0.19	0.07	47.84	82.62
YOR030W	YOR030W	71752.4	9.72	-0.25	0.13	0.14	43.68	88.89
